	basename	author	title	genre	subgenre	placeName	occurrences	coord
138	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Louvre	7	48.86102, 2.33587
139	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Madrid	2	40.4165, -3.70256
140	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Naples	1	40.85216, 14.26811
141	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Naple	1	40.85216, 14.26811
142	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Paris	5	48.85341, 2.3488
143	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Perse	1	32, 53
144	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Pô	1	44.97472, 12.05444
145	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Rome	9	41.89193, 12.51133
146	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Rome	9	41.89193, 12.51133
147	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Salamine	1	37.93, 23.51
148	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Seine	2	49.44469, 0.38177
